check_stop,sentiment
lockdown saja pkp tidak jalan kesian patuh sop tidak jumpa sedara bertahun lockdown moga cepat baik,negative
tengok data kes melibatkan saringan kontak rapat tinggi bermakna penularan kes baru naik sikit moga jangan alpha leka keep stay safe,negative
pkp izin jangan kecewa pkp tidak berkuasa menurun menaikkan kes penting tidak boleh berputus asa rahmat,positive
lockdown seminggu sah kes turun 🤧 🤧 🤧,neutral
alamat nyer pkp sambung asik naik jea,negative
tidak turun,negative
total kes menurun usaha berdoa berjaya amin,positive
come guys jaga sop baik semoga kes menurun drastik ditambah kehadiran vaksin harap beraya,positive
tak berkesudahan tak update,negative
sekolah buka vaksin awam vaksin lambat boleh vaksin bertindak mencegah merta 🤔 tidak tunggu result 🤔 melibatkan nyawa anak tadika pra sekolah rendah specially menengah positive banyak labur pdpr mental layan pdpr anak sory best tahniah tapi sekolah buka vaksin anak sakit bapa susah sekian rakyat marhaen 🤔,negative
no baru turun habis longgarkan benda tidak ketat no tetiba naik balik jadi pkp zero moga selamatkan lindungi frontliner,negative
alhamdulillah syukur semoga esok menurun izin swt,positive
negeri banyak kilang tapak pembinaan warga asing majikan bertanggung ☝,negative
alhamdulillah kurang sembuh banyak semoga negara rekod baik negara bersih rakyat sihat 👍 👍 👍,positive
kes tinggi perketatkan pkp balik anak tidak boleh sekolah ajar anak ruma anak ajar balik hrii jadi singa 🦁 🦁 🦁 byangkan anak prasekolah ajr balik 🦁 🦁 🦁,negative
cane bos,neutral
bagusnya kes baru rendah negeri kes baru tidak sampai ribu,positive
tinggi sek buka,negative
puji tuhan semoga kes covid disabah turun terun amen,positive
kes tinggi tapi duduk hospital sg buloh sunyi perkarangan hospital siren ambulan tarakk asyik udang disebalik batu keh 🤣 🤣 🤣,neutral
harap turun,positive
budak sekolah risau anak umah tak dinafikan pembelajaran f tapi khuathir bila students asrama walaupun boleh patuh sop tapi setqkat boleh kawal balik berdepan anak semoga kekuatan ketabahan perlindungan penularan wabak,negative
palsu ttiba kkm byok lipak jgok,negative
atasan asyik berfikir berpolitik bawahan bercuti malaysia good combination,negative
kail sejengkal usah hati rampas takhta pendahulu liga super,negative
ramai mati covid tiada usaha krajaan ketatkan pkp zero,negative
pkp bukan semudah negara ikut langkah negara maju eropah kebajikan rakyat terjaga tidak negara mencontohi negara rantau amerika latin selatan rakyat dibiarkan hidup terkontang kanting tanpa kebajikan dijaga,negative
duduk bila kes harian negara india vaksin harian normal bukan hantar negara jiran duduk batch bulan march,negative
kes turun seronok tapi seronok kes sembuh alhamdulillah malaysia boleh keep guys gals,positive
well done keep sop super effective break another records,positive
tahniah kerajaan demokrasi kapitalis malaysia penat susah sunnah rasulullah diabai,positive
best sambut baru,neutral
tindakan membuka sekolah zon merah wajar dirujuk memandangkan situasi,neutral
kes tinggi tapi cadangan buka sekolah,negative
lockdown tutup habis minggu duduk rumah inshaal hilang turun sikit buka banyak faham kesian anak belajar tak seklah setahun nasib anak tak fikir,negative
kes turun tapi mohon kkm tidak benarkan rentas negeri raya puasa belajar kesilapan buka sempadan oktober,negative
kes naik naik akibat kluster kerja bawa habis family jaga namanya,negative
alhamdulli kes baru kekal ribu namakan pkp,negative
turun naik jangan harap normal zaman tunggu kiamat 😒,negative
sebulan pkp tidak kisah elak suka rentas negeri tapi darurat boleh pertimbangkan batal tidak salahguna kuasa sesuka hati,neutral
boleh rentas daerah bawah 😁,positive
sop penting masa jaga individu berisiko tinggi jaga diri jangan keluar masa jangan pergi berjumpa berisiko tinggi maksudnya ahli keluarga kenalan faham tak faham masa raya terawih bisness tak jalan rentas negeri tak boleh rentas negeri banyak bersabar,negative
ramai keliru jmlah kes terkini harian bukan pkp result test minggu tunggu minggu tengok hasil pkp bykkan berdoa,neutral
time pilihanraya,neutral
bila kes tinggi pkp bila pkp kes turun longgarkan sop tukar jadi pkpb bila pkpb kes naik bila kes tinggi pkp bila pkp kes turun longgarkan sop tukar jadi pkpb bila pkpb kes naik bila kes tinggi pkp bila pkp kes turun longgarkan sop tukar jadi pkpb ulang sampai tidak bila berkali kali ☺,negative
sehari sembuh ribu sebulan habis covid,positive
harap kkm statistics kes positive warga asing ramai majikan kena tanggung kos saringan warga asing,neutral
recovery new cases good job,positive
harap menjelang ramadhan aidilfitri kes aktif menurun amin 🤲,positive
kes turun gara vaksin malaysia harap bulan puasa raya boleh sambut normal,positive
banyak sumbang kes kluster kilang kluster kerja tapi banyak menyumbang benarkan beroperasi tak sekat jalanraya penyumbang utama jalan tidak hairan kes harian banyak menteri bebal,negative
sabar sat bulan ambil masa kes naik sampai tak pkp kes turun mendadak suruh pkp strict makan bulan elok balik boleh tahan sara keluarga jaga sop jaga kebersihan pakai mask berbulan suruh tidak self awareness pakai mask kena saman baru kalut pakai tidak jaga sop jangan terkejut kes tak turun jaga 😶,neutral
harap kkm melindungi negeri bawah pkpp masa sesuai terima kasih,neutral
semoga turun 🙏 🏻,positive
percaya boleh tapi letakkan kepercayaan belum kesahihan,negative
bapa curiga kesihatan keselamatan kebarangkalian anak dijangkiti covid rumah anak boleh belajar rumah berpandukan buku text,negative
pkp first pkp sia bkorban duduk rumah tutup kedai pkp tak pkp,negative
vaksin sampai baru stt kobik peringatan berisiko berpenyakit tak payah keluar tidak mengapanting risiko dijangkiti tinggi lebel usia emas,negative
brunei monarch shall rule power state high quality leader,positive
tidak bertambah kes kedai emas penuh beratur beli emas shopping mall ramai tidak pkp 🤔 🤔,negative
kabarnya kerajaan tidak pandai mengawal covid khabarnya kerajaan pandai mengawal covid jangan cakap,negative
baru start pkp tidak harap kes turun mndadak result swab test ambil masa baru keluar result kes hasil swab test,neutral
persaingan sengit,negative
harap turun kes puasa raya,positive
alhamdulillah kes turun tangga bila boleh rentas negeri kali raya tidak balik kampung 😥,neutral
baru rentas daerah 😅 naik letak baking soda 😅,negative
alhamdulillah penurunan kekal bawah,positive
rakyat dengar pemimpin tak boleh keluar tak keluar boleh keluar ikut sop plan budak lepak bila ditegur duaorg tak salah tak kena tgkap lepak teman mainan rumah kena fikirkan pkp,negative
large number patients getting well without vaccine,neutral
alhamdulillah kematian angka icu menurun kes aktif mendekati kes sembuh ribu allahuakbar,positive
perkembangan terkini kes baru negeri dilaporkan tertinggi peningkatan kes mendadak negeri pengesanan aktif kluster jalan changkat jong kluster dumumkan februari dikenalpasti hasil saringan bersasar kerja melibatkan pekerja kilang terletak jalan changkat jong teluk intan kes baharu dilaporkan kes pekerja kilang kes kontak rapat keluarga kes kluster februari kes positif kes pekerja bwn wn kes kontak rapat keluarga pekerja wn tindakan bersasar jalankan penutupan kilang selasa perintah kawalan pergerakan diperketatkan pkpd dijalankan asrama kilang tapak binaan kilang hilir,neutral
pkpp meningkat naik,negative
suara rakyat tidak dengar tapi rakyat boleh tahan mengaktifkan covid,negative
alhamdulillah menurun kes baru kes sembuh banyak,positive
tahniah rakyat kelata kes,positive
pkp please first pkp tak pkp keluar suka jalan 🥺 🥺 pleasee bukan turun kess naik 🥺 🥺,negative
kuching kluser terima kasih,neutral
terkejut angka cecah,negative
please include daily test report well could know percentage daily positive cases transparently terima kasih,neutral
esok ribu capai sasaran dijangka tunggu wait see jangan lupa mkn herbatussauda ubat penyakit sunnah kang geng konspirasi,negative
😊 kedai makan boleh letak kerusi meja kereta boleh naik rumah kesian anak bawa berjalan kereta,neutral
since hard really mco not open easier happy believe rakyat also happy no need much ways procedure anymora open everyone work earn money like mkt see kena nia lo,negative
pendapat kerajaan lockdown minggu impak kurangkan kes covid pkp kurang keberkesanan mengurangkan kes,negative
masa terdekat npaknya kes penurunan sukar,negative
semoga masjid surau malaysia dibuka ramdhan,positive
jangan rentas negeri selagi kes belum reda sabar keselamatan keluarga,positive
esok angka naik permainan kkm kerajaan,negative
alhamdulillah moga cepat sekolah dibuka murid faham sop brbnding tua hidup norma baharu,positive
allahuma rahman hilangkan virus muka bumi amin,positive
bukan warganegara tapak pembinaan ghap hangpa,negative
kes meningkat habis disalahkan kerajaan disalahkan pelancong disalahkan warga asing silap diri tak nampak sibuk mencari silap bila kerajaan tutup sekolah sibuk cakap sekolah tutup bila kerajaan lockdown ramai salahkan kerajaan benda kerajaan tidak kena dimata kena bila bagus puji melambung kena bila kerajaan bantuan silap jaga penjarakan ikut sop jangan salahkan kerajaan lockdown ramai peniaga drop ekonomi jatuh kerja kerajaan senang sembang lockdown ramai kena buang kerja terjejas ekonomi kerajaan tak boleh bantuan jangan fikir tekak fikir semoga dipermudahkan urusan,negative
hampa pkp tapi hampa sektor kerja hampa tumpukan bila laksanakan pkp kes naik,negative
harap kebenaran merentas daerah tak jadi penyebab kes meningkat tidak sampai bila tak habis,negative
ahli pilitik sabar sat jangan duduk pilihanraya iktibar habis semenanjung,negative
masuk aeon beli jco customer sop tak ikut beratur nampak tak scan mysejahtera beratur berdua tak ikut line merah jarak meter duduk jeling muka tak reti bahasa kes meningkat salahkan kerajaan diri tak ikut sop,negative
ramai degil kebanyakan tengok pasaraya raya,negative
fourth wave start,negative
covid tidak nampak sifatnya kena sampai nampak statistik angka pesakit ikut tidak nampak hebat covid angka gerun,negative
angka kematian merisaukan berbanding angka positif semoga pesakit kuat semangat,negative
bila kes baru naik ribu semboh ribu mlebihi kes baru masa saringan demam dketegori positive kurentin pulih pelik humm,negative
boleh pkpp 😂,neutral
alhamdulillah syukur kes bkurangan 🤲,positive
alhamdulillah izin kes berkurangan semoga lenyap muka bumi amin,positive
liat payah turun tidak kes,negative
sokong peratus cadangan herman adam berdoa beramai ramai alim ulama berkat doa kabulkan baik masuk ramai sikit solat tapi ikut sop mngkan mendengar doa,positive
tidak payah pelik kes duduk diri duduk rumah,negative
cute picture,neutral
people afraid exposed although still behave without much cares need every one stick sop mco eliminate viruses,positive
alhamdulillah moga berkurangan amin,positive
alhamdulillah moga menurun kes sembuh kurang banyak moga menjaga amin,positive
jangan rentas negeri daerah stop sampai kes menurun,neutral
pendek kerajaan gagal perlaksanaan pkp zero sektor dibuka adakah pkp zero sengaja menyumbang banyak kes positif wujud dek lewa kerajaan keputusan tepat,negative
harap kekal kes sembuh tinggi kes baru sampai bawah ribu kes aktif menjelang ramadan balik raya 😢 😢,negative
harap kawasan pkp pmantauan pergerakan jangan keluar jalan tempoh askar bawa rotan kena serius pkp jangan pkp tapi lembut sotong kes naik tidak menurun pkp kena serius,negative
alhamdulillah menang ramadhan bertarawikh masjid raya aidilfitri boleh balik kampung kunjung mengunjung 🤲,positive
tidak payah sekat hidup pandai elak jangkitan peraturan tuhan tidak ikut peraturan manusia alahai,negative
lama layan pkp kurantin lockdown sop mask curiga kena covid tapi dirawat sihat tidak kena covid tapi dirawat mati takut covid takut arahan tidak kebenarannya kompius mampus,negative
kilang ambil pengajaran bina asrama sewa penempatan pekerja asing tanggungjawab sikit manusia keuntungan company,negative
happy new year bumi kenyalang,negative
larangan rentas negeri daersh menampakkan baik,positive
angka esok angka balik peninglaa susah turun angka,negative
purple plum colour seram,negative
membaik prn bulan fuh,positive
mengkaji tahap risiko sekatan rentas negeri,neutral
doa baik jangan mendoakan kluster baru semoga dipermudahkan urusan dijauh tidak baik,positive
malas ambil ikut sop tapi tidak reti lantak pergi kes sampai 🤦 ‍ ♂️,negative
kena sekat rentas negeri duduk jalan ganu penuh mari bercuti 🙄,negative
elok sifar menghampakan,negative
hairan masjid terhad tapi pasar malam tak dp terhad pm buleh jual pllk rumah terhad pasarya bebas,negative
belum vaksin sembuh ribu minum kacip patima sembuh ribu,neutral
everyday mco mco almost clusters work place factories construction sites main contributors allowed operate full capacity government forced small businesses close die eventually support cluster creators whats point mco someone kkm mkn explain logic behind,negative
ubat merawat waksin mencegah ditanam badan virus tidak hidup rangkaiannya terputus ubat diguna merawat covid dapatkan pencerahan doktor hospital berhampiran jangan,neutral
tidak payahlah pandai ajar kerajaan tidak payah pkp patutnya banyakan doa wabak melanda negara diangkat bukan pandai,negative
telling stories,neutral
jangan main covid bukan masa bergurau senda malaysia jatuh tidak pandai atur covid berganding bahu darurat pray malaysia,negative
bebaskan quarantine ambil tenat msukkan hospital jalani kehidupan covid ibadah buka solat ramai rapatkan saf tak payah pening tak berlaku saja,negative
sebahagian rakyat malaysia tak ikut sop kerja farmasi tengok rakyat malaysia degil tak pakai mask tak scan temp marah bila disuruh scan dahi degil scan pergelangan tangan tak pakai sanitiser disediakan,negative
tetiba naik banyak bkak sek kes baru naik tengok minggu,negative
doakan semoga result pkp tamatnya pkp baik penurunan,positive
patutnya pkp kedai kilang mall kena tutup baru pkp 😡 😡 😡,negative
bila sekolah buka konpom melonjak kes,negative
cadangkan masjid tidak jadi jemaah pasang yassin biarkan surah yassin berkumandang dibumi biarkan imam melaungkan azan masjid walaupn tidak solat jemaah sunyi bumi tolonglah jangan biarkan masjid sunyi takleh solat masjid sekurang kurangnya benarkan imam masjid pasang surah yassin surah benarkan imam laungkan azan mohon sunyi 😢,negative
